car_ID,CarName,ownername,owneremail,dealershipaddress,saledate,iban,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,color,carlength,carwidth,carheight,curbweight,cylindernumber,enginesize,compressionratio,horsepower,peakrpm,citympg,highwaympg,Price
97,mitsubishi mirage g4,Patrick Barajas,patrick.barajas@hotmail.com,"USNS Hernandez
FPO AA 10989",2017-10-20,GB80ZRKI8706**********,gas,std,four,sedan,fwd,front,96.3,olive,172.4,65.4,51.6,2403,4.0,110,7.5,116.0,5500,23,30,9279.0
98,mitsubishi g4,Catherine Olson,catherineolson@hotmail.com,"PSC 4984, Box 1088
APO AP 53024",2017-04-12,GB90LARN4175**********,gas,turbo,two,hatchback,fwd,,93.0,navy,157.3,63.8,50.8,2145,4.0,98,7.6,102.0,5500,24,30,7775.0
99,mazda rx-7 gs,Jennifer Wagner,jennifer.wagner@gmail.com,"01441 Myers Radial Suite 791
West William, IL 45632",2020-10-30,GB41GWBN3638**********,diesel,std,four,sedan,rwd,front,104.9,lime,175.0,66.1,54.4,2700,4.0,134,22.0,72.0,4200,31,39,18344.0
100,bmw x5,Patricia Watkins,patriciawatkins@gmail.com,"331 Torres Plaza Apt. 118
Pattersonfort, IA 90745",2020-06-01,GB76ZNJP9870**********,gas,std,two,sedan,rwd,front,103.5,aqua,193.8,67.9,53.7,3380,6.0,209,8.0,182.0,5400,16,22,41315.0
101,mitsubishi montero,James Smith,jamessmith@yahoo.com,"1850 Knight Creek Apt. 224
Port Rebecca, NY 75695",2019-11-01,GB10UWZS3287**********,gas,std,four,sedan,fwd,front,96.3,lime,172.4,65.4,51.6,2365,4.0,122,8.5,88.0,5000,25,32,7087.0
102,mitsubishi g4,Robert Phillips,robertphillips@gmail.com,"1593 Nunez Rest
New Christina, ME 83825",2020-12-22,GB19IUZJ9741**********,gas,std,two,hatchback,fwd,front,96.3,olive,173.0,65.4,49.4,2328,4.0,122,8.5,88.0,5000,25,32,8499.0
103,mitsubishi g4,Christopher White,christopherwhite@gmail.com,"726 Jordan Stream
Jessicamouth, CO 55868",2019-03-27,GB30YAIN7421**********,gas,turbo,two,hatchback,fwd,front,95.9,teal,173.2,66.3,50.2,2921,4.0,156,7.0,145.0,5000,19,24,14869.0
104,volvo 264gl,Jacob Hernandez,jacobhernandez@hotmail.com,"Unit 4064 Box 4674
DPO AA 16724",2018-10-05,GB35JJQC5615**********,gas,turbo,four,sedan,rwd,front,109.1,olive,188.8,68.9,55.5,3062,4.0,141,9.5,114.0,5400,19,25,22625.0
105,dodge coronet custom (sw),Maria Myers,mariamyers@hotmail.com,"84414 Angela Vista Apt. 839
Fernandeztown, UT 36185",2017-04-07,GB84YECY1541**********,gas,turbo,two,hatchback,fwd,front,95.9,aqua,173.2,66.3,50.2,2811,4.0,156,7.0,145.0,5000,19,24,12964.0
106,nissan rogue,Matthew Hansen,matthew.hansen@hotmail.com,"0240 Kelsey Mountain
Kellyville, TN 34403",2018-08-06,GB53XETO4058**********,gas,std,two,sedan,fwd,front,94.5,maroon,165.3,63.8,54.5,1918,4.0,97,9.4,69.0,5200,31,37,6649.0
107,toyota corolla,Suzanne Pratt,suzannepratt@gmail.com,"73324 Baker Roads
Shepherdbury, AS 13181",2018-11-16,GB91IIZL9163**********,diesel,std,four,hatchback,fwd,,95.7,teal,166.3,64.4,52.8,2275,4.0,110,22.5,56.0,4500,38,47,7996.0
108,audi 100ls,Kimberly Bennett,kimberly.bennett@hotmail.com,"7222 Patel Point
Toddmouth, AS 44993",2019-01-01,GB62TTJB9134**********,gas,std,four,sedan,fwd,front,105.8,silver,192.7,71.4,55.7,2844,5.0,136,8.5,110.0,5500,19,25,17710.0
109,subaru trezia,Eric York,ericyork@yahoo.com,"0234 Price Mission
Williamsshire, ID 03800",2020-08-24,GB49SAGG7669**********,gas,std,four,wagon,fwd,front,97.0,silver,173.5,65.4,53.0,2290,4.0,108,9.0,82.0,4800,28,32,7463.0
110,mazda rx-7 gs,Alicia Sullivan,aliciasullivan@hotmail.com,"70023 Daniel Road
New Adam, AK 41267",2016-06-08,GB86OVRQ7956**********,diesel,std,four,sedan,rwd,front,104.9,black,175.0,66.1,54.4,2700,4.0,134,22.0,72.0,4200,31,39,18545.0
111,peugeot 504 (sw),Kimberly Summers,kimberlysummers@yahoo.com,"66445 Lowery Junctions Suite 357
Caldwellbury, CA 83020",2018-10-29,GB29GERO4843**********,gas,std,four,wagon,rwd,front,114.2,navy,198.9,68.4,58.7,3230,4.0,120,8.4,97.0,5000,19,24,12440.0
112,nissan latio,Alan Gomez,alangomez@gmail.com,"06274 Marc Plains
North Colin, CO 68718",2015-01-08,GB62TCSI1940**********,gas,std,four,sedan,fwd,front,94.5,navy,165.3,63.8,54.5,1938,4.0,97,9.4,69.0,5200,31,37,6849.0
113,nissan titan,Carolyn Lopez,carolyn.lopez@hotmail.com,"82266 Moore Divide
Morsetown, VA 27812",2019-06-28,GB49LOIV2983**********,gas,std,four,wagon,fwd,front,94.5,yellow,170.2,63.8,53.5,2024,4.0,97,9.4,69.0,5200,31,37,7349.0
114,toyota mark ii,Lisa Martin,lisa.martin@hotmail.com,"84018 Stephens Walk
West Garyville, MI 61232",2017-07-24,GB42XMNT6066**********,gas,std,four,sedan,fwd,front,95.7,fuchsia,166.3,64.4,53.0,2081,4.0,98,9.0,70.0,4800,30,37,6938.0
115,toyota cressida,Zachary Olson,zachary.olson@gmail.com,"7974 Brittany Common Apt. 730
Judychester, GU 76693",2016-01-03,GB97OPKS9602**********,gas,std,two,convertible,rwd,front,98.4,black,176.2,65.6,53.0,2975,4.0,146,9.3,116.0,4800,24,30,17669.0
116,mitsubishi pajero,Justin Martinez,justin.martinez@yahoo.com,"110 Hampton Ridges Suite 787
North Pamelaberg, IL 15257",2020-02-06,GB48QIRS1992**********,gas,std,four,sedan,fwd,front,96.3,white,172.4,65.4,51.6,2405,,122,8.5,88.0,5000,25,32,8091.0
117,porsche cayenne,Jacob Mckinney,jacobmckinney@yahoo.com,"10286 Bowers Rapid
West Sarahmouth, CA 91510",2015-07-04,GB24SDOW2234**********,gas,std,two,hatchback,rwd,front,98.4,silver,175.7,72.3,50.5,3366,8.0,203,10.0,288.0,5750,17,28,31400.5
118,mazda rx-7 gs,John Deleon,john.deleon@yahoo.com,"339 Jennifer Extensions Apt. 854
Nicholaschester, IL 07999",2022-04-23,GB74FPXL4217**********,gas,std,two,hatchback,rwd,front,95.3,olive,169.0,65.7,49.6,2385,2.0,70,9.4,101.0,6000,17,23,13645.0
119,plymouth duster,Samantha Spencer,samantha.spencer@hotmail.com,"Unit 1971 Box 9635
DPO AE 28491",2018-06-24,GB43ENYH4192**********,gas,turbo,two,hatchback,rwd,front,95.9,green,173.2,66.3,50.2,2818,4.0,156,7.0,145.0,5000,19,24,12764.0
120,toyota tercel,Joshua Harris,joshuaharris@gmail.com,"4155 Allen Port Apt. 666
Cynthiaport, AS 04857",2018-02-18,GB18GMDK0371**********,gas,std,two,hardtop,rwd,front,98.4,green,176.2,65.6,52.0,2679,4.0,146,9.3,116.0,4800,24,30,11199.0
121,peugeot 504,Claudia Mosley,claudia.mosley@yahoo.com,"197 Christopher Inlet Apt. 055
Andrewport, MO 92756",2022-06-08,GB44ADYS9289**********,diesel,turbo,four,wagon,rwd,front,114.2,teal,198.9,68.4,58.7,3430,4.0,152,21.0,95.0,4150,25,25,13860.0
122,renault 12tl,Brian Chang,brianchang@hotmail.com,"685 Julie Terrace
New Margaret, PW 42870",2022-12-21,GB97MJMY5561**********,gas,std,four,wagon,fwd,front,96.1,green,181.5,66.5,55.2,2579,4.0,132,8.7,90.0,5100,23,31,9295.0
123,mitsubishi outlander,Shawn Cooper,shawn.cooper@hotmail.com,"84089 Delacruz Bypass Apt. 724
Bakerside, ND 78930",2015-04-15,GB40DWZP4603**********,gas,turbo,four,sedan,fwd,front,96.3,yellow,172.4,65.4,51.6,2403,4.0,110,7.5,116.0,5500,23,30,9279.0
124,alfa-romero Quadrifoglio,Monica Brooks,monica.brooks@hotmail.com,"PSC 6022, Box 0264
APO AP 91795",2020-06-08,GB23ANTV5198**********,gas,std,two,hatchback,rwd,front,94.5,gray,171.2,65.5,52.4,2823,6.0,152,9.0,154.0,5000,19,26,16500.0
125,peugeot 504,Kimberly Williams,kimberlywilliams@gmail.com,"482 Smith Route Suite 608
Valenciaborough, PA 50311",2019-01-10,GB25BTWD3224**********,diesel,turbo,four,sedan,rwd,front,107.9,navy,186.7,68.4,56.7,3252,4.0,152,21.0,95.0,4150,28,33,17950.0
126,subaru dl,Ruth Castillo,ruthcastillo@gmail.com,"USNV Hill
FPO AE 26378",2019-10-23,GB30ICDY8456**********,gas,std,two,hatchback,4wd,front,93.3,fuchsia,157.3,63.8,55.7,2240,4.0,108,8.7,73.0,4400,26,31,7603.0
127,mitsubishi outlander,Carlos Garcia,carlos.garcia@hotmail.com,"7179 Katherine Brook Apt. 920
South Mathewchester, PW 36155",2020-06-20,GB69CEXE0253**********,gas,turbo,two,hatchback,fwd,front,95.9,silver,173.2,66.3,50.2,2833,4.0,156,7.0,145.0,5000,19,24,12629.0
128,dodge coronet custom,Kevin Barnett,kevin.barnett@yahoo.com,"5892 Rebecca Turnpike Suite 830
Baileymouth, CT 57066",2016-01-17,GB40MPUS8574**********,gas,turbo,two,sedan,fwd,front,93.7,blue,157.3,63.8,50.6,2191,4.0,98,7.6,102.0,5500,24,30,8558.0
129,subaru,Martin Patel,martin.patel@hotmail.com,"PSC 5969, Box 5987
APO AE 02120",2021-01-24,GB12WGDW6598**********,gas,std,four,sedan,fwd,front,97.2,green,172.0,65.4,52.5,2145,4.0,108,9.5,82.0,4800,32,37,7121.0
130,peugeot 504,Helen Grant,helengrant@hotmail.com,"910 Scott Wall
Lake Philip, AZ 70186",2018-09-14,GB44WYXU0086**********,gas,std,four,sedan,rwd,front,107.9,maroon,186.7,68.4,56.7,3075,4.0,120,8.4,97.0,5000,19,24,16630.0
131,dodge d200,Melissa Romero,melissa.romero@gmail.com,"252 Hensley Mountains Suite 493
Port Jeffreyland, MS 07744",2019-02-16,GB05ILHA4236**********,gas,turbo,two,hatchback,fwd,front,93.7,aqua,,63.8,50.8,2128,4.0,98,7.6,102.0,5500,24,30,7881.0
132,nissan rogue,Laura Flynn,lauraflynn@gmail.com,"5933 Martinez Grove
Scottborough, FL 76849",2020-01-09,GB18NLGR6089**********,gas,std,four,hatchback,fwd,front,97.2,white,173.4,65.2,54.7,2324,,120,8.5,97.0,5200,27,34,9011.0
133,,Michael Williams,michael.williams@gmail.com,"753 Madison Streets
Sullivanton, NM 50217",2015-04-10,GB13QMRT4528**********,,std,two,,rwd,rear,89.5,teal,168.9,65.0,51.6,2756,6.0,194,9.5,,5900,17,25,32507.0
134,saab 99e,Justin Howell,justin.howell@hotmail.com,"50889 Boone Spur
Jerryton, IL 27966",2015-06-26,GB35VAKV1063**********,gas,turbo,four,sedan,fwd,front,99.1,teal,186.6,66.5,56.1,2847,4.0,121,9.0,160.0,5500,19,26,18620.0
135,dodge coronet custom,Tiffany Oconnor,tiffanyoconnor@yahoo.com,"4328 Davis Course
Gregoryhaven, MI 38493",2019-10-05,GB44BWPS4716**********,gas,turbo,two,sedan,fwd,front,93.7,blue,157.3,63.8,50.6,2191,4.0,98,7.6,102.0,5500,24,30,8389.0
136,saab 99gle,Michelle Thompson,michelle.thompson@yahoo.com,"267 Mclean Centers
Port Patty, WI 82090",2016-01-22,GB89WVYN2609**********,gas,turbo,two,hatchback,fwd,front,99.1,yellow,186.6,66.5,56.1,2808,4.0,121,9.0,160.0,5500,19,26,18150.0
137,toyota starlet,Paula Fisher,paulafisher@gmail.com,"0918 Cochran Cliffs Apt. 883
Curtisport, FL 03742",2018-10-23,GB52YUKX6592**********,gas,std,two,hatchback,rwd,front,98.4,olive,176.2,65.6,52.0,2551,4.0,146,9.3,116.0,4800,24,30,9989.0
138,toyouta tercel,Katie Moore,katiemoore@gmail.com,"386 Andrew Canyon Suite 365
Katherineshire, NY 95162",2016-01-13,GB44WXFJ5910**********,gas,std,four,wagon,rwd,front,104.5,teal,187.8,66.5,54.1,3151,6.0,161,9.2,156.0,5200,19,24,15750.0
139,toyota corolla,Spencer Allen,spencerallen@hotmail.com,"367 Lopez Tunnel
North Laura, NY 16520",2015-08-18,GB02XCHD7397**********,gas,std,four,sedan,fwd,front,102.4,silver,175.6,66.5,54.9,2414,4.0,122,8.7,92.0,4200,27,32,10898.0
140,toyota corona,Lucas Smith,lucassmith@yahoo.com,"5118 Ramirez Mountain Apt. 986
New Douglasfort, DC 53370",2021-12-02,GB81PLRC7392**********,gas,std,four,hatchback,fwd,front,102.4,fuchsia,175.6,66.5,53.9,2414,4.0,122,8.7,92.0,4200,27,32,9988.0
141,peugeot 504,Dale Garcia,dale.garcia@gmail.com,"802 Russell Crossing Apt. 465
Lake Darinside, PW 08253",2021-09-23,GB31BAYH3591**********,gas,std,four,sedan,rwd,front,107.9,fuchsia,186.7,68.4,56.7,3075,4.0,120,8.4,95.0,5000,19,24,15580.0
142,mitsubishi mirage g4,Latoya Santiago,latoya.santiago@yahoo.com,"40743 Torres Overpass
Port Christopherland, LA 07352",2019-12-07,GB83AXIM9997**********,gas,turbo,two,hatchback,fwd,front,96.3,lime,173.0,65.4,49.4,2370,4.0,110,7.5,116.0,5500,23,30,9959.0
143,honda civic 1500 gl,Daniel Barr,danielbarr@gmail.com,"54898 Hurst Lane
New Christopherfurt, SD 56333",2017-12-30,GB48QYDT7686**********,gas,std,four,wagon,fwd,front,96.5,navy,157.1,63.9,58.3,2024,4.0,92,9.2,76.0,6000,30,34,7295.0
144,mazda glc 4,Michael Leblanc,michaelleblanc@gmail.com,"92942 Lee Ways
Julieberg, MA 79674",2016-04-07,GB13LCOW7575**********,gas,std,two,hatchback,rwd,front,95.3,aqua,169.0,65.7,49.6,2500,2.0,80,9.4,135.0,6000,16,23,15645.0
145,volkswagen super beetle,Jessica Giles,jessicagiles@yahoo.com,"809 Melvin Run Suite 026
Kaneborough, NY 07102",2020-07-10,GB21IMAM3036**********,diesel,turbo,four,sedan,fwd,front,97.3,white,171.7,65.5,55.7,2319,4.0,97,23.0,68.0,4500,37,42,9495.0
146,honda civic,Yolanda Smith,yolandasmith@hotmail.com,"31169 Daugherty Terrace
Port Johnmouth, OH 24694",2020-04-11,GB93NQKJ5421**********,gas,std,four,sedan,fwd,front,96.5,navy,175.4,65.2,54.1,2465,4.0,110,9.0,101.0,5800,24,28,12945.0
147,mitsubishi g4,Madison Cox,madison.cox@gmail.com,"781 Moses Brooks
Crystaltown, GU 94913",2019-01-17,GB13UFOP9506**********,gas,std,two,hatchback,fwd,front,96.3,black,173.0,65.4,49.4,2328,4.0,122,8.5,88.0,5000,25,32,8370.0
148,nissan note,Gary Allen,gary.allen@hotmail.com,"1877 Smith Creek Suite 742
West Dennis, DE 72975",2020-08-31,GB74RRRA2450**********,gas,std,four,wagon,fwd,front,94.5,blue,170.2,63.8,53.5,2037,4.0,97,9.4,69.0,5200,31,37,7999.0
149,maxda rx3,Jonathan Strong,jonathan.strong@gmail.com,"069 Wood Locks Apt. 804
Jessicaview, MO 01893",2017-12-21,GB12GBZM3937**********,gas,std,two,hatchback,fwd,front,93.1,olive,159.1,64.2,54.1,1890,4.0,91,9.0,68.0,5000,30,31,5195.0
150,mazda rx-4,Samantha Craig,samanthacraig@hotmail.com,"29857 Lauren Crossing
South Marissa, ND 48394",2017-09-14,GB41BMRJ9325**********,gas,std,four,sedan,fwd,front,93.1,lime,166.8,64.2,54.1,1945,4.0,91,9.0,68.0,5000,31,38,6695.0
151,toyota corolla 1600 (sw),Samuel Velasquez,samuel.velasquez@gmail.com,"57410 Janet Manor
East Debbie, NH 57989",2022-09-14,GB80LGVN1434**********,gas,std,four,wagon,4wd,front,95.7,yellow,169.7,63.6,59.1,2290,4.0,92,9.0,62.0,4800,27,32,7898.0
152,jaguar xj,Steven Adkins,steven.adkins@yahoo.com,"1517 Johnson Cliffs Apt. 173
Welchview, GU 43967",2020-03-19,GB63EVIB4486**********,gas,std,four,sedan,rwd,front,113.0,teal,199.6,69.6,52.8,4066,6.0,258,8.1,176.0,4750,15,19,32250.0
153,buick century,William Murphy,williammurphy@hotmail.com,"90312 Jeanne Dale
Joshuabury, WA 77982",2021-07-22,GB48UXXQ8981**********,diesel,turbo,two,hardtop,rwd,front,106.7,black,187.5,70.3,54.9,3495,5.0,183,21.5,123.0,4350,22,25,28176.0
154,honda accord lx,Christopher Smith,christopher.smith@gmail.com,"16832 Cunningham Light
West Felicia, AS 71959",2016-07-15,GB30ZQHE9476**********,gas,std,four,sedan,fwd,front,96.5,silver,163.4,64.0,54.5,2010,4.0,92,9.2,76.0,6000,30,34,7311.0
155,buick regal sport coupe (turbo),Eric Sheppard,ericsheppard@yahoo.com,"4558 Carter Forest
South Mary, IL 57032",2016-11-12,GB19SGZN7457**********,gas,std,two,hardtop,rwd,front,112.0,gray,199.2,72.0,55.4,3715,8.0,304,8.0,184.0,4500,14,16,45400.0
156,renault 5 gtl,Samantha Jackson,samantha.jackson@gmail.com,"9590 Joshua Circle
East Carlbury, NC 37114",2020-09-02,GB90QGTB8882**********,gas,std,two,hatchback,fwd,front,96.1,green,176.8,66.6,50.5,2460,4.0,132,8.7,90.0,5100,23,31,9895.0
157,dodge colt hardtop,Patrick Miller,patrickmiller@gmail.com,"PSC 1519, Box 9012
APO AA 19876",2017-05-14,GB24BTDA6260**********,gas,std,four,sedan,fwd,front,93.7,blue,157.3,63.8,50.6,1989,4.0,90,9.4,68.0,5500,31,38,6692.0
158,toyota corolla,Paul Bailey,paul.bailey@hotmail.com,"1784 Brendan Summit Apt. 392
Roachmouth, MN 57033",2020-12-08,GB55GJGY9571**********,gas,std,four,sedan,fwd,front,102.4,yellow,175.6,66.5,54.9,2326,4.0,122,8.7,92.0,4200,29,34,8948.0
159,mazda 626,Cynthia Martinez,cynthiamartinez@gmail.com,"USS Jarvis
FPO AE 03086",2017-05-30,GB81GTRV9184**********,gas,std,two,hatchback,rwd,front,95.3,white,169.0,65.7,49.6,2380,2.0,70,9.4,101.0,6000,17,23,10945.0
160,subaru,Holly Turner,holly.turner@yahoo.com,"07647 John Lake Suite 171
Mendozaborough, NY 53403",2017-12-06,GB20TSKI1813**********,gas,std,four,sedan,fwd,front,97.2,navy,172.0,65.4,52.5,2145,4.0,108,9.5,82.0,4800,32,37,7126.0
161,,Brenda Ward,brendaward@hotmail.com,"17462 Matthew Walks
Smithstad, PR 49529",2022-06-19,GB60JVTU8135**********,,turbo,two,,rwd,front,95.9,silver,,66.3,50.2,2818,4.0,156,7.0,,5000,19,24,12599.0
162,mazda glc custom,Rachael Munoz,rachael.munoz@hotmail.com,"44940 Linda Terrace
Sheilaside, TN 58870",2018-11-04,GB72QDKS3558**********,gas,std,two,hatchback,fwd,front,98.8,teal,177.8,66.5,53.7,2385,4.0,122,8.6,84.0,4800,26,32,10595.0
163,vokswagen rabbit,Cathy Sanchez,cathy.sanchez@hotmail.com,"5127 Joshua Junction
East Joseshire, OR 70149",2022-08-01,GB42DWLD1289**********,diesel,std,two,sedan,fwd,front,97.3,purple,171.7,65.5,55.7,2261,4.0,97,23.0,52.0,4800,37,46,7775.0
164,mazda 626,Virginia Walsh,virginia.walsh@hotmail.com,"Unit 1576 Box 0222
DPO AA 53162",2021-08-19,GB61UFJO3016**********,gas,std,four,hatchback,fwd,front,98.8,lime,177.8,66.5,55.5,2425,4.0,122,8.6,84.0,4800,26,32,11245.0
165,bmw 320i,Christina Green,christina.green@hotmail.com,"348 Thompson Prairie Apt. 049
West Robinbury, VA 67509",2022-01-06,GB12FEGL5853**********,gas,std,two,sedan,rwd,front,101.2,maroon,176.8,64.8,54.3,2395,4.0,108,8.8,101.0,5800,23,29,16430.0
166,Nissan versa,Hannah Clark,hannahclark@hotmail.com,"9398 John Underpass Suite 733
West Justin, NV 86629",2021-03-11,GB48TSED5778**********,gas,std,two,sedan,fwd,front,94.5,white,165.3,63.8,54.5,1889,4.0,97,9.4,69.0,5200,31,37,5499.0
167,peugeot 504,Heather Malone,heathermalone@gmail.com,"Unit 0429 Box 0170
DPO AA 20893",2021-12-22,GB43MHAU2718**********,gas,std,four,sedan,rwd,front,107.9,lime,186.7,68.4,56.7,3020,4.0,120,8.4,97.0,5000,19,24,11900.0
168,subaru tribeca,Carol Ryan,carol.ryan@gmail.com,"Unit 0399 Box 8150
DPO AP 82581",2020-09-07,GB67UCGI5011**********,gas,std,four,wagon,fwd,front,97.0,gray,173.5,65.4,53.0,2455,4.0,108,9.0,94.0,5200,25,31,10198.0
169,dodge d200,Jennifer Cruz,jennifercruz@hotmail.com,"028 Vanessa Route
North Peter, FM 24722",2016-02-16,GB09GGIL6785**********,gas,turbo,two,hatchback,fwd,front,93.7,lime,157.3,63.8,50.8,2128,4.0,98,7.6,102.0,5500,24,30,7957.0
170,mazda glc,Melissa Austin,melissa.austin@hotmail.com,"205 Kimberly Expressway Suite 093
Anthonyhaven, FM 09105",2017-02-13,GB95BJAD1660**********,gas,std,two,hatchback,rwd,front,95.3,navy,169.0,65.7,49.6,2380,2.0,70,9.4,101.0,6000,17,23,11845.0
171,honda civic cvcc,Robert Acosta,robertacosta@hotmail.com,"7971 Dennis Hill Apt. 384
Bauermouth, RI 42328",2017-02-11,GB34WERA8059**********,gas,std,two,hatchback,fwd,front,93.7,maroon,150.0,64.0,52.6,1956,4.0,92,9.2,76.0,6000,30,34,7129.0
172,volvo 264gl,Amber Morgan,amber.morgan@yahoo.com,"5491 Rodriguez Loop
Richardmouth, CA 33207",2019-11-16,GB89HVWL5273**********,gas,turbo,four,sedan,rwd,front,104.3,yellow,188.8,67.2,56.2,3045,4.0,130,7.5,162.0,5100,17,22,18420.0
173,honda accord,Paige Wilkerson,paige.wilkerson@hotmail.com,"179 Herrera Drive Apt. 060
East Natalie, AR 45241",2021-12-16,GB68DLEJ9710**********,gas,std,four,sedan,fwd,front,96.5,purple,175.4,62.5,54.1,2372,4.0,110,9.0,86.0,5800,27,33,10295.0
174,subaru brz,Leah Todd,leahtodd@gmail.com,"28483 Kayla Loaf
Lanebury, CT 12699",2017-01-22,GB17TBVZ7448**********,gas,std,four,sedan,fwd,front,97.2,purple,172.0,65.4,52.5,2190,4.0,108,9.5,82.0,4400,28,33,7775.0
175,mitsubishi mirage,Richard Scott,richardscott@hotmail.com,"7447 Jordan Trail Suite 622
Benjaminport, TX 21769",2015-07-23,GB21STDZ4472**********,gas,std,two,hatchback,fwd,front,93.7,blue,157.3,64.4,50.8,1918,4.0,92,9.4,68.0,5500,37,41,5389.0
176,plymouth valiant,Shirley Miller,shirleymiller@gmail.com,"5998 Clark Rest
Ambershire, UT 60873",2016-03-05,GB16WXGN8352**********,gas,std,four,wagon,fwd,front,103.3,purple,174.6,64.6,59.8,2535,4.0,122,8.5,88.0,5000,24,30,8921.0
177,bmw x3,Mark Houston,markhouston@yahoo.com,"656 Jill Ridges Apt. 623
East Kelseybury, PA 57928",2018-01-07,GB49OHAZ8636**********,gas,std,four,sedan,rwd,front,110.0,blue,197.0,70.9,56.3,3505,6.0,209,8.0,182.0,5400,15,20,36880.0
178,audi 100 ls,Michael Caldwell,michael.caldwell@gmail.com,"4446 Morgan Crescent Suite 044
Pamelamouth, OK 47267",2016-12-16,GB06GVQR5446**********,gas,std,four,sedan,fwd,front,99.8,green,176.6,66.2,54.3,2337,4.0,109,10.0,102.0,5500,24,30,13950.0
179,mitsubishi lancer,Renee Mckay,renee.mckay@yahoo.com,"80225 Marcus Port Suite 389
North Frederick, IA 34562",2018-04-01,GB92OCPO3970**********,gas,std,two,hatchback,fwd,,93.7,white,,64.4,50.8,1944,,92,9.4,68.0,5500,31,38,6115.0
180,toyota celica gt liftback,Teresa Golden,teresa.golden@hotmail.com,"1305 Susan Via Apt. 575
East Janice, FL 11838",2020-11-26,GB73UJYT1336**********,gas,std,two,sedan,rwd,front,94.5,purple,168.7,64.0,52.6,2265,4.0,98,9.4,112.0,6600,26,29,9298.0
181,honda civic cvcc,Randall Dyer,randall.dyer@hotmail.com,"5443 Richard Creek
Gregorybury, KS 97772",2018-09-19,GB22SNNH8884**********,gas,std,two,hatchback,fwd,front,86.6,purple,144.6,63.9,50.8,1819,4.0,92,9.2,76.0,6000,31,38,6855.0
182,mazda rx-4,Charles Phillips,charlesphillips@hotmail.com,"8386 Mark Field Suite 225
Haroldfurt, TN 05494",2019-09-26,GB19VIXE1806**********,gas,std,four,sedan,fwd,front,98.8,gray,177.8,66.5,55.5,2410,4.0,122,8.6,84.0,4800,26,32,10245.0
183,audi 4000,Matthew Nguyen,matthew.nguyen@hotmail.com,"USS Kelly
FPO AE 60560",2021-05-15,GB35LDLI9317**********,gas,turbo,four,sedan,fwd,front,105.8,aqua,192.7,71.4,55.9,3086,5.0,131,8.3,140.0,5500,17,20,23875.0
184,bmw 320i,Jeffrey Perkins,jeffrey.perkins@gmail.com,"55111 Hill Dale
Matthewborough, HI 18304",2019-11-21,GB76CIWC0628**********,gas,std,four,sedan,rwd,front,101.2,lime,176.8,64.8,54.3,2395,4.0,108,8.8,101.0,5800,23,29,16925.0
185,toyota corona,Paul Bryant,paulbryant@hotmail.com,"Unit 0242 Box 4490
DPO AA 36305",2022-03-16,GB79SOQE0275**********,diesel,std,four,sedan,fwd,front,95.7,yellow,166.3,64.4,53.0,2275,4.0,110,22.5,56.0,4500,34,36,7898.0
186,mazda glc,John Johnson,johnjohnson@yahoo.com,"Unit 4635 Box 9389
DPO AP 77623",2021-05-01,GB59ZVXJ4220**********,gas,std,four,sedan,rwd,front,104.9,olive,175.0,66.1,54.4,2670,4.0,140,8.0,120.0,5000,19,27,18280.0
187,vw rabbit,Amanda Campbell,amanda.campbell@yahoo.com,"86438 John Hills Apt. 201
New Eddiechester, MP 80611",2022-08-03,GB06YNJJ4360**********,gas,std,two,hatchback,fwd,front,94.5,gray,165.7,64.0,51.4,2221,4.0,109,8.5,90.0,5500,24,29,9980.0
188,dodge monaco (sw),Michele Wright,michele.wright@gmail.com,"5417 Byrd Neck
East Heathermouth, PW 64016",2020-09-27,GB30GAOA1680**********,gas,std,four,hatchback,fwd,front,93.7,olive,157.3,63.8,50.6,1967,4.0,90,9.4,68.0,5500,31,38,6229.0
189,dodge challenger se,Steven Bennett,stevenbennett@yahoo.com,"67779 Stevens Ridges
Lake Aaron, DE 06737",2020-03-27,GB95TANJ4121**********,gas,std,two,hatchback,fwd,front,93.7,black,157.3,63.8,50.8,1876,4.0,90,9.4,68.0,5500,31,38,6377.0
190,volvo 245,Zachary Crawford,zacharycrawford@gmail.com,"24752 Jennifer Field Suite 777
Ellishaven, TX 49729",2019-02-09,GB78GCHQ7686**********,gas,std,four,wagon,rwd,front,104.3,gray,188.8,67.2,57.5,3042,4.0,141,9.5,114.0,5400,24,28,16515.0
191,nissan clipper,Janet Thomas,janet.thomas@hotmail.com,"3172 Craig Haven
North Tony, OR 08193",2017-11-28,GB65XQPI7683**********,gas,std,two,hatchback,rwd,front,99.2,green,178.5,67.9,49.7,3139,6.0,181,9.0,160.0,5200,19,25,18399.0
192,porsche macan,Robert Baker,robertbaker@gmail.com,"70989 Katherine Orchard
North Jennifer, OR 57280",2017-05-24,GB54UZTY7827**********,gas,std,two,hatchback,rwd,,94.5,fuchsia,168.9,68.3,50.2,2778,4.0,151,9.5,143.0,5500,19,27,21868.0
193,isuzu D-Max V-Cross,David King,david.king@gmail.com,"692 Brandon Glen Apt. 445
Port Seanville, WI 79744",2017-06-30,GB84NQAH6287**********,gas,std,four,sedan,fwd,front,94.5,navy,155.9,63.6,52.0,1909,4.0,90,9.6,70.0,5400,38,43,8916.5
